date,close,log_return,simple_return,forecast_log_return,forecast_volatility,split,forecast_return_p05,forecast_return_p50,forecast_return_p95,ito_drift_annual,previous_close,forecast_close,forecast_close_p05,forecast_close_p95,direction_actual,direction_forecast,signal,turnover,strategy_return,benchmark_return,strategy_equity,benchmark_equity,point_change,strategy_points,benchmark_points,strategy_cumulative_points,benchmark_cumulative_points,entry,exit,signal_name
2023-01-18,28.35,0.02681125745065671,0.02717391304347827,-0.0009682794502035493,0.013212009427597628,test,-0.02296972049611876,-0.002123367228023109,0.021695038486467855,-0.22200223216221024,27.6,27.57328842139769,26.973261276746896,28.205325600896703,1,0,0,0.0,0.0,0.02717391304347827,1.0,1.0271739130434783,0.75,0.0,0.75,0.0,0.75,0,0,ito_bayes_garch
2023-01-19,28.7,0.012270092591814219,0.012345679012345512,-0.0008170488312656414,0.020200395335187485,test,-0.035928257101003516,-0.0003900542174925944,0.03324676236170352,-0.15439976122559584,28.35,28.326846125844597,27.349514383311654,29.308389102558795,1,0,0,0.0,0.0,0.012345679012345512,1.0,1.0398550724637678,0.34999999999999787,0.0,0.34999999999999787,0.0,1.0999999999999979,0,0,ito_bayes_garch
2023-01-27,29.6,0.030877238564439136,0.03135888501742157,-0.0005858579132306197,0.01871494210083979,test,-0.02894173876884757,-0.00010492959840301944,0.03025798233480019,-0.10347316639429756,28.7,28.683190802271817,27.88127688038993,29.581675689909854,1,0,0,0.0,0.0,0.03135888501742157,1.0,1.0724637681159417,0.9000000000000021,0.0,0.9000000000000021,0.0,2.0,0,0,ito_bayes_garch
2023-01-30,28.85,-0.025664368375906133,-0.02533783783783783,-0.0005748305768406463,0.024428512299412734,test,-0.04575989677045013,-0.0007926610519836174,0.03461741615040591,-0.06955784086387379,29.6,29.58298990435545,28.27603043208561,30.64261776692978,0,0,0,0.0,-0.0,-0.02533783783783783,1.0,1.0452898550724634,-0.75,-0.0,-0.75,0.0,1.25,0,0,ito_bayes_garch
2023-01-31,28.55,-0.010453056852089304,-0.010398613518197597,-0.0005452830595306307,0.025267829072240986,test,-0.04667384407871899,-0.004286686985362405,0.040146899714792225,-0.05687924983037966,28.85,28.834272871990468,27.534400463868742,30.03180217460438,0,0,0,0.0,-0.0,-0.010398613518197597,1.0,1.034420289855072,-0.3000000000000007,-0.0,-0.3000000000000007,0.0,0.9499999999999993,0,0,ito_bayes_garch
2023-02-01,27.6,-0.03384116337891463,-0.03327495621716281,-0.000589001096616731,0.021781244947246498,test,-0.03991212469002668,-0.002005028790832581,0.032791321984323295,-0.08860172666838961,28.55,28.533188970035145,27.43294906078455,29.50171089445773,0,0,0,0.0,-0.0,-0.03327495621716281,1.0,0.9999999999999997,-0.9499999999999993,-0.0,-0.9499999999999993,0.0,0.0,0,0,ito_bayes_garch
2023-02-02,27.9,0.010810916104215362,0.01086956521739113,-0.0007639238323801988,0.027102933978465533,test,-0.04556609889563634,-0.0003344107892309801,0.04382569055030663,-0.09985096205413274,27.6,27.57892375357475,26.370597905978407,28.836486084794277,1,0,0,0.0,0.0,0.01086956521739113,1.0,1.0108695652173907,0.29999999999999716,0.0,0.29999999999999716,0.0,0.29999999999999716,0,0,ito_bayes_garch
2023-02-03,28.0,0.0035778213478838694,0.0035842293906811484,-0.0006281044899318842,0.0231833359505577,test,-0.037268918837617813,-0.0017959839623776187,0.037580972420924535,-0.09049926497984846,27.9,27.882481387066566,26.87933484474806,28.968460269977665,1,0,0,0.0,0.0,0.0035842293906811484,1.0,1.014492753623188,0.10000000000000142,0.0,0.10000000000000142,0.0,0.3999999999999986,0,0,ito_bayes_garch
2023-02-06,28.0,0.0,0.0,-0.000554966587416092,0.01953931359035964,test,-0.035580879192321196,0.0002748900498246784,0.030986888988679878,-0.0916436680656273,28.0,27.984465246585604,27.021251013101185,28.881215444397675,0,0,0,0.0,0.0,0.0,1.0,1.014492753623188,0.0,0.0,0.0,0.0,0.3999999999999986,0,0,ito_bayes_garch
2023-02-07,27.5,-0.01801850550267803,-0.017857142857142905,-0.0007787363353635831,0.016818409250124206,test,-0.02957490261235371,-0.0022404407483512627,0.027858276523189684,-0.1604641609712021,28.0,27.978203870430338,27.184028342957696,28.79099851423453,0,0,0,0.0,-0.0,-0.017857142857142905,1.0,0.9963768115942024,-0.5,-0.0,-0.5,0.0,-0.10000000000000142,0,0,ito_bayes_garch
